intra,HB,cg,1050,1219,1314,1409,1550,1609
6.9,89.7,756.4,2.2964969523268977,2.809027306323255,2.8557231104298104,7.76717290911434,6.089928907490549,4.992006670446699
12.9,185.8,626.3,2.657429950165609,3.0027234487443657,2.9493228321368807,7.218975018560954,6.010215540018418,5.090888088973333
15.9,99.5,785.8,2.3210081215298253,2.8113727698585205,2.8621952501216175,7.659046749382398,6.061597973419559,4.985812534106987
18.0,47.0,7.4,4.873926921389298,4.604646248312772,3.8915129401852226,7.139528934662916,5.060110348800894,4.159839232171137
18.1,169.1,18.2,5.035692674686999,4.440669121550879,4.082818041045044,8.400175565555251,5.639739384502668,4.533584438128134
17.4,25.6,365.3,3.3750404136981924,3.8285216156862134,3.7403146248210515,7.3624712955438625,6.109710682797484,4.519483039291153
11.0,118.6,941.8,5.237812746305764,4.280372259590401,3.8156236250816757,8.062735961701733,4.6829006520622976,4.116489498663569
19.6,105.4,764.4,3.2271289408714114,3.493217625757172,3.2894429793263367,7.671746226068031,6.351136068773219,4.824916286878235
18.0,175.2,838.3,5.185303585509299,4.173895030228213,3.953217724452637,9.176933638445924,5.087455129933048,4.219059016446707
18.7,114.1,863.0,2.949387017668885,3.252079892920465,3.171339787157299,7.583896126849311,5.975309212372736,4.988341111086708
15.5,135.7,165.6,3.894598826216818,4.024635824778663,3.6619006637060494,9.508178671976278,6.268309894072296,4.947001524069439
2.7,61.6,481.4,2.817966919479682,3.2727084806950852,3.278692207373794,8.108115385080232,5.8281202738877305,4.9150893946726875
12.9,9.9,276.2,2.064658906720087,2.8465377318556833,2.930327272269462,7.423743535756547,6.061920312385979,5.109770197856349
4.3,85.4,454.0,4.168073348098204,4.132195262535614,3.8293926252163235,6.937383249466258,5.738821013930679,4.589196564392129
12.3,14.5,160.3,3.553082778873785,3.880112797291858,3.865732858557495,10.131347121761916,5.424576347136057,4.711566254432199
13.8,151.6,412.9,2.909422132738703,3.193066312188421,3.1721932377636826,8.385478309584741,6.151799363779368,4.791532335826435
16.7,136.5,735.2,3.05178205458839,3.3102787374324265,3.1624548210122203,7.637128582882131,5.851805324099033,4.845342873836383
13.8,23.7,523.0,2.375257188227758,3.0462848767786586,3.0259816400338604,8.472683309839084,6.32782795482116,5.145491184549833
8.2,14.6,490.3,3.817648182749405,4.013832411719832,3.8790972319600865,9.292919660024545,5.401998332336355,4.382878543757375
8.7,130.1,922.9,3.010160144196428,3.2986830816269688,3.1454322466162985,8.266297202228817,6.297449122594362,5.108816771879781
7.9,125.3,46.2,2.561640434817063,2.9928028928473793,3.0567695393904,7.469982389178149,6.213875882762515,5.1926752058980945
3.4,90.8,70.9,3.9851285956424682,4.080531386566342,3.8273103994131965,7.116528753187762,6.155167579450268,4.7692754836348925
13.9,183.8,533.6,2.6549523962352204,3.026727132776017,3.0525045113946483,7.903339361435531,5.736476085420666,4.970975828965351
17.1,11.8,182.6,3.8293287012404207,3.998183257673702,3.792811808842073,10.355832264941153,5.747619204735589,4.357596996072086
18.6,2.7,22.9,2.861667856747161,3.5699563566263297,3.437919181319609,9.806279353320384,6.18675107788377,4.783260913302708
16.5,24.5,346.6,3.153659951115035,3.6896693024372524,3.490890370514112,7.957466995202985,5.817513127875138,4.683790849510903
19.6,94.8,456.1,3.257651346169702,3.4467767390981336,3.476280455981133,6.873891981782158,5.958166653163524,4.924314346488366
7.6,82.4,519.4,3.153056854279633,3.4797561750082693,3.382515154141805,7.369362278382933,6.084286793478334,4.977963568185238
8.2,142.8,115.1,5.201159487076861,4.5853019195853975,3.892129681648015,9.870899521086173,5.926567763007807,4.555775188111308
17.5,17.5,914.1,3.0347642088474753,3.4299223390535474,3.329248886320043,7.918252832398586,6.09190800737893,4.870047465774203
6.4,42.9,766.8,3.3419841199820546,3.81196003575562,3.5559796665046726,8.143741670171671,5.915155484111978,4.797463218041727
11.7,70.5,785.0,2.829103693598345,3.2260932525484165,3.1507552312735054,7.999071931344115,5.8808502060347365,4.991689071366025
16.6,43.4,110.2,3.0665663820311906,3.4808475336267133,3.517536784351851,8.658248348369419,6.320583447420955,4.832864661009012
7.5,19.8,87.4,3.2610074060665557,3.7429408612051365,3.6058587741699224,10.823768835609275,6.225699422211314,4.7037849100426605
13.5,146.3,255.0,3.7577632148892217,3.9192570742832817,3.7429551609454474,7.6112783518113005,5.95195397666048,4.771634603748026
3.9,172.9,520.3,2.6191806434393925,2.977031268298475,3.034950168372216,7.15134744114992,5.901087856555467,4.891126390327763
11.0,115.0,112.0,4.78554174186705,4.535235438069666,3.9662191918329164,7.9738585101716986,5.328953985181318,4.295951039623926
9.0,180.3,130.3,4.892705397511659,4.794885679727372,4.046041971528307,8.754013691952618,5.140774865642793,4.427484592314826
17.9,104.6,959.6,2.2946412027758267,2.763497384945083,2.8508036280152336,7.707745256882774,6.317521100278444,4.798304822713977
17.7,30.3,528.4,2.6393039702443915,3.2264175426916033,3.178825500571426,7.550466112023525,6.034233071987249,4.923894222504394
13.4,148.7,230.4,4.026983135332639,4.23462347475709,3.8458505793462834,8.051909511860977,5.896595995993099,4.7490879738284555
15.8,9.9,215.8,2.33100733189867,3.0512560716487123,3.096752979476477,7.718849963866553,6.054623579572031,4.8169445894870115
19.3,190.6,546.8,4.483259955412954,4.206407792914735,3.8651236549681833,7.754867920681132,5.347561065636011,4.547013918230643
13.7,86.6,417.9,2.9370593482279936,3.3414953524510977,3.3152613023898887,6.6619485824792655,5.911500607570922,5.016844226897387
4.5,30.2,336.2,3.262167833047254,3.581215917753207,3.5951967674574377,8.31202994936572,5.850755927174216,4.600674477339339
11.3,32.0,333.7,3.8664109215367652,3.859016672655608,3.890306846800067,7.8676577265305205,5.688874337301712,4.635976950047958
10.5,32.0,769.4,3.12117022497514,3.4910904755426877,3.4625864741375985,7.886132226589442,6.1857089515885555,4.933290492511627
5.6,37.2,685.3,2.90311774787682,3.392574849972993,3.3138227763104453,7.927803841626723,6.120054396155407,4.940707781533156
6.5,65.9,306.3,3.4387567023880177,3.7681474251765454,3.6069553938888568,8.494619072033114,6.477126958979721,4.8732929588340745
9.5,197.2,905.2,3.9194229846812654,3.6255273370111105,3.4852364186325158,8.141305209811549,5.807457224881233,4.836511885437918
7.6,178.3,824.5,3.507385786653245,3.5261361665736644,3.3504867503932125,8.478706887489764,6.241012819849939,4.8159195136835535
14.5,149.2,271.2,3.922480119484188,3.912562231691993,3.7502777038137722,7.959424439312347,6.628331257598365,4.777463295404562
13.2,53.6,976.7,4.037565198781676,3.914702142878598,3.6967656777241977,7.3579839445911155,5.4097276219203,4.360826143328694
8.1,72.6,461.8,4.69917124939802,4.2151049666918645,3.7532006697945874,9.486788838142957,5.128660083879616,4.475153559916215
6.1,31.8,262.7,4.048273014086096,4.222273675689717,3.7507967649124883,8.976816704215516,5.298310291929813,4.538485811621641
9.6,42.6,202.2,3.048710907172902,3.5245376163809237,3.4686919074733655,9.520558766592433,6.423316710141837,4.889378687361646
12.6,96.9,462.2,3.2638886815877495,3.4655914270723596,3.4095502857592628,8.529174410282383,6.256236257872807,4.924301655603866
7.3,29.1,744.8,3.579973885394617,4.022661701445765,3.6597203879665887,7.948040138379213,5.584266885744654,4.5542115606095805
14.4,28.8,375.3,3.4740585574060177,3.876062847341558,3.7024954454405776,7.660735753778141,5.794432102255886,4.587623596723461
10.8,188.4,707.1,2.99201776917576,3.199811270308757,3.108295830197065,8.115452052650994,6.138636143525801,4.935470919441027
3.2,96.2,995.7,4.215377817160103,3.952732601987819,3.8335032114088037,7.275613930778544,5.598460168933645,4.420567346128546
6.3,74.9,602.8,3.88159035225757,4.0607755036138276,3.7356017218294024,7.590894152419807,5.813777289264557,4.428504576362339
3.3,195.0,406.9,4.833315230920725,4.05945264996512,3.965781516643098,6.226180217057131,5.598501457619175,4.780570440684052
19.7,142.8,474.7,3.1794801146479106,3.37528607183598,3.3227457895911137,8.296608962006854,5.975198378835142,4.997414244354118
15.8,182.0,134.9,3.0312886589039643,3.285634125038179,3.211674593013363,7.788203983959754,6.221223315898495,5.126223803540672
6.1,2.5,863.2,3.82198410210267,4.119883801591264,3.708495458136994,8.673188149281287,5.6629341585312964,4.297849175022957
14.3,192.0,334.6,4.415406082442086,3.9753526485258703,4.054038452672449,8.128704692725954,6.131237688269451,4.620154817746066
5.1,22.7,322.1,4.060110774018906,4.118036031595366,3.8076062786158094,10.623194029374172,5.157734297233045,4.470973005445579
16.9,89.3,136.3,2.431311009874465,2.905775964666951,3.0787796248540946,8.34302421851643,6.240395757931477,5.115917600820737
18.1,112.6,901.1,3.9384857707574987,4.181333315603059,3.7702044217650954,8.433356148433404,5.636153299849436,4.349679350580306
8.8,84.9,118.4,2.7211330227438513,3.1981870854822354,3.2278640281949382,8.278432110152519,5.908439804160498,5.065378229285482
17.6,172.7,357.8,3.5467900011560527,3.6521384781688297,3.5742983627585385,8.500523986028483,6.41930207784889,4.885835771029818
18.1,148.5,774.8,4.756471508996178,4.2226367067934625,3.937745306829319,8.603806217559903,5.275763663137543,4.292006636793701
13.2,24.7,832.8,3.684154753136175,3.965310652138058,3.7823718518818605,6.80862592805293,5.072407053487641,4.318595874583426
15.9,114.1,569.4,2.3981829592534236,2.8887571604448983,2.947808931919436,7.776902586105649,6.104002258777559,4.978245650538351
12.8,103.6,714.3,2.6430369668150266,3.07343813937581,3.0757824800318385,7.9210407177738205,5.771729009253573,5.022471102608996
19.2,128.3,238.4,4.791016516734043,4.138529668905832,3.8659557958506188,8.943783335690107,5.302144485923169,4.632462452331939
3.5,160.0,675.6,3.7713939955222777,3.7020949999798756,3.583805773697202,8.576380562710085,6.109399946860215,4.917149020293518
10.0,134.2,256.0,3.9958727608634845,4.09902166671327,3.9920460065719148,8.51588610708502,5.017369275358597,4.1930335124839715
7.9,92.7,371.1,2.3830859770857042,2.9126313973975044,2.989111270249884,8.062808567286528,5.840374913337218,5.245918364899474
6.2,88.3,338.8,4.439015329196078,4.056777993055114,3.827599955530454,8.499075564812266,5.554275867796424,4.562372232979083
18.2,54.1,422.9,3.9759748244902973,3.966019860474713,3.8696231357010547,9.56654881856366,5.186648938348142,4.602608611191496
12.3,81.1,434.5,3.8420728444100547,3.8646159856025832,3.765101902537472,6.899698754000543,5.702831609950735,4.533390788341638
19.3,33.4,161.3,3.8007170408848836,3.8338716139172675,3.8095102155768785,8.948506668403969,5.7371777266242425,4.696565309661182
12.6,126.0,798.1,3.3426463705329983,3.5413118489427333,3.27003258184674,7.114650341762413,6.1670909561220455,4.8094462223826255
14.5,29.9,369.7,3.2197665873723533,3.6809921621729327,3.5519703600554138,8.028201472491148,6.0686268894150075,4.947174978775536
11.2,65.7,648.2,3.7889616434030486,4.065265143166382,3.840621488176172,7.494102719545136,5.858930499885659,4.428996755928136
5.8,176.2,198.2,3.0363189709581224,3.2958100845546383,3.283518398900437,8.077541859304741,6.2496849166645525,4.969258897361364
11.2,155.0,406.1,4.95304502550194,4.259267497262893,3.886465629847729,9.260351930881786,5.180092248324726,4.60592096005022
6.7,40.7,403.0,2.732155437213402,3.2643020585119444,3.2429185516483727,8.103864696337737,5.81160509599631,4.9564280341336975
6.4,88.2,838.8,3.7563025865118256,3.799925523540887,3.592307563617311,7.095004720611858,5.815405944533289,4.5319409476921315
2.9,117.5,406.2,2.4895394619719724,2.937832300576618,3.0242845493435055,7.289305463807214,5.773219876526259,5.124662534005147
7.3,38.9,176.2,3.639300686779279,3.881242216683791,3.893886782837072,10.528144400685488,6.049133924274834,4.6494740095701665
12.0,74.8,548.6,4.116160407318731,4.238307189728122,3.872182545739406,9.654816689864067,5.322377827574037,4.31023037812955
4.6,114.4,303.6,3.3659177727847958,3.524067279068152,3.5073814489788866,9.371193783174885,6.306594423290566,4.779937708429291
2.9,190.5,284.2,2.7464263695525553,3.0266255214672437,3.0769658303787946,8.049752471208485,6.035327431184815,5.164115013256861
13.4,38.8,160.0,3.6283098089110304,3.996828400083226,3.6351401932234033,7.704813516099083,5.919760268201237,4.7807464525920835
13.5,90.6,166.6,3.64423129264825,3.8412509375652704,3.6785731637569974,8.863158847829403,6.419707117314353,4.840681677537365
8.3,169.8,417.8,4.288479470384878,4.283240707347165,3.990965180533527,6.786173153364047,5.999245100296289,4.7022518928153545
17.1,18.7,274.0,4.03243450044706,4.128655493274493,3.8562461269792188,9.402668090840507,4.688943966011056,4.500511187459562
12.0,143.7,404.8,4.788775452910009,4.594570421504322,4.19539245365776,7.55977138972759,5.107421332003803,4.320709823657321
3.4,127.2,114.8,4.020336447748651,4.104591696393779,3.8401275660566156,7.029611359090449,6.401253189428033,4.983522766216854
17.5,96.3,199.5,3.7127823409359806,3.9077427555002284,3.640198624313193,7.228204826140573,6.357502759180942,4.740417780109869
15.5,110.1,34.6,3.720657469074858,3.9961850503606797,3.6759981439560008,10.00046911741888,6.142826580636541,4.6252645209456595
6.2,110.7,894.7,4.245734946034023,4.08740971477317,3.6901818091039633,6.742403486275734,5.256492862638911,4.339517968062744
10.0,7.3,613.6,4.281099540519758,4.176872974500011,3.8260531825085273,7.556673644404583,4.858316676219481,4.12940477119567
12.0,61.3,308.9,4.726662866064498,4.215783244822472,4.009323504875734,8.511805332453246,5.309064068825915,4.227285485760962
9.0,150.0,482.0,4.098412002198906,4.466473088305591,4.086803852932093,9.507167721129811,5.2698272693874095,4.226430945814638
12.4,17.3,791.1,3.2979267865548376,3.714490773541817,3.540304209424308,7.76433019793404,5.743575316489206,4.649837271724056
13.6,182.2,90.7,3.7352723163695636,3.695524390992542,3.5597805086060372,9.134200965275411,6.5418941647852655,5.031042380772163
18.4,181.3,207.8,4.094680732763422,4.16778578438414,3.8970287953077474,7.996682803326458,5.289836266807775,4.874314134871572
2.7,18.0,934.6,2.5172061182787697,3.0754200286703455,3.080778418755777,7.490810179628955,6.149753206316699,5.0470554607950255
12.9,101.7,670.0,2.338956318077855,2.861000101365647,2.888682823999007,7.255667479669416,6.0345354829567235,4.942476228611103
9.0,91.6,420.9,4.723325515044724,4.391057301450008,4.072578860560302,8.935900925780832,5.146014788391643,4.108602392539936
5.2,26.3,252.9,3.9065507962595873,4.101233152206454,3.831058548200824,8.892788680792943,5.080218493784766,4.506278558710925
9.2,123.8,553.1,4.11458390428713,3.9293083748543083,3.8608434944200276,8.6273036226325,5.673465271984895,4.440459736048403
11.6,138.6,866.7,3.366787174857496,3.460452692080443,3.324836232636587,7.105458552118478,5.628852945149905,4.9021560426390955
