intra,HB,cg,1050,1219,1314,1409,1550,1609
19.9,48.0,768.1,2.125209072014675,2.759367681507136,2.834991787100039,7.20869607807856,5.985544821805821,4.907081447443861
9.3,161.4,321.1,4.544356671796006,4.062991711675107,4.008336691257911,7.866622467530153,5.9288416142236215,4.599702872654088
8.5,99.5,65.3,3.704327273502164,3.885495742602332,3.7703676172549727,9.312244782555457,6.426249947319416,4.5802750686683495
15.1,125.3,251.6,4.614930382950085,4.386765726232131,3.97227182851271,9.908634004716355,5.872647164986034,4.526549858928629
10.9,39.5,739.9,2.101118720654334,2.7479764368159856,2.851700617740976,7.541806603591809,6.116120166506917,4.876569866660262
10.9,73.9,579.7,2.267857459535353,2.8523115006122204,2.8899952982776522,7.875154073866572,6.03463846740992,4.921079880839919
12.6,57.0,382.7,3.110787575128171,3.4897151459436717,3.4599993862614387,7.339989529867346,6.421279067909637,4.735311498044268
7.1,144.7,377.0,4.673433856398933,4.448168034996794,3.8373559510984734,9.255829736581187,5.176378731019739,4.4083304975998665
6.6,13.9,74.4,2.9176184792839024,3.542852114239711,3.481464045060765,8.884709138016774,6.319952663733844,4.6678277982169405
15.1,35.8,561.4,4.317483157904604,4.095689726412889,3.6946576010370347,7.530637847036246,5.335958499977853,4.379239423553958
13.9,95.5,838.0,2.2848813905837044,2.8058836558486036,2.8278213982711495,7.669415578765442,6.164422210175555,4.8949554376991
4.9,27.2,844.1,2.0353902692797305,2.731833462677555,2.8072361501160827,7.3422605250956785,5.997049109811638,4.935957963983007
16.0,120.8,723.2,4.797689464054212,4.3080968453309225,3.8848414547306174,8.57466849900582,4.852564079309541,4.286564524394919
8.8,15.9,690.1,2.293970628620528,2.9922106547059535,3.035215697825537,7.736825027218586,6.370075775333156,4.98072841305634
9.5,139.7,485.4,3.6483864496288785,3.840204899178037,3.548011328247556,8.548842702950402,6.28593151651928,4.776509216616393
4.0,16.0,320.7,4.228019600860762,4.393872385252884,3.9058089842851373,7.958508377330428,5.140618785599482,4.210580909049696
17.0,195.6,153.2,5.200601916572872,4.3371082883330985,4.062961894502131,8.7164353683083,5.688140570577577,4.307589590775301
14.0,62.9,818.4,4.671016032462674,3.9784482429416634,3.650652899397647,7.216189370837096,4.9652767755608025,4.154359341523421
16.5,74.2,976.7,3.305140911513204,3.400612899977114,3.3626100968763417,7.809092614265243,5.831533811688065,4.826036317744368
6.4,45.5,27.6,3.6886340052547766,3.8743339307221287,3.797674325317434,7.263761434193576,5.665162435842419,4.769446314901959
3.8,134.9,789.5,2.7856046477771503,3.0985942056103024,3.098891790621913,7.3832352114084046,6.33914292860193,5.1595147562978525
8.5,152.1,350.0,3.946776016374079,3.7843784722496636,3.637978719378225,8.173711947352103,6.031825177978028,4.967452203310078
7.3,58.5,628.6,3.766735659675069,4.107468443555732,3.809996879563446,6.820850854647809,6.01332892268805,4.457097443442649
7.5,26.1,521.2,3.1368176771239895,3.7592311110565664,3.423627637509851,8.987924661244364,6.227681259640594,4.842667051013695
5.5,87.7,686.3,3.371347797756938,3.547655009433214,3.5026204647871406,7.824914411769793,6.537712004058729,4.702219599777997
15.4,69.1,949.9,3.5737057330522504,3.7195104812314366,3.4610377099161127,8.653636071599486,6.197662464093735,4.515435967593152
17.5,62.6,62.0,3.509350284212731,3.8188548973937237,3.766005287303532,9.999884484070076,6.266452129344792,4.747757520066685
6.5,187.9,161.3,4.15261557790577,4.094902220915506,3.816272605357076,8.956802353984433,6.015119078433791,4.822526094221612
14.5,9.2,391.8,3.1687111034260127,3.6039602835089415,3.569164184398197,7.576347642286795,6.268586918260162,4.696271246338977
14.3,117.2,982.3,3.9483224959458028,3.9550285807594534,3.6183762616320116,7.8313156231667875,5.811793744379816,4.5028442833918945
15.0,178.2,581.1,5.089961790066106,4.3954044572993425,3.812245913992065,9.127217477258025,5.066764501489882,4.275947518776395
4.5,4.7,733.5,2.9827270247978444,3.5028716948989604,3.4167527122400987,8.916419467977473,6.05247837577576,4.718203315496471
10.0,5.5,214.2,3.9350917876950717,4.267763006140839,3.9527279991514064,7.314287607067019,5.251426394037416,4.086384901487154
7.3,62.1,323.9,3.8012873242519447,3.9451602219622544,3.8934264736749693,7.381648763196125,6.54237222478795,4.566479615616693
17.7,150.5,487.5,3.182267336052698,3.4098550026028143,3.3292578829536232,8.752897705122784,5.875236995962446,4.956605287212959
9.9,168.4,598.5,2.6107360620323394,2.957397132580068,2.977868552457755,8.004410620995134,5.877628221555348,5.033659105981975
19.6,85.2,20.8,3.365181579245812,3.7208101756214074,3.464687047813415,9.463398024910909,6.03503214513082,4.859152312191089
12.3,198.8,675.6,4.430862260755333,4.164432722823271,3.949765780709999,6.92656969406293,5.72256638855335,4.43790689004955
16.2,139.3,403.0,4.588531439996679,4.244983797780858,3.967480326798409,9.558720888785597,5.733024707865187,4.624528753869615
7.3,147.6,771.5,4.023792565783054,4.065484026802384,3.7358087048902586,7.218215325790531,5.619429667515433,4.575578964729722
6.2,41.9,252.2,4.021258595079942,4.185640559516738,3.845671001734523,8.66758524129813,4.976779881392442,4.477809037211937
15.1,99.4,556.3,4.789361359040477,4.525312345866812,3.8966230228462724,7.819313729850386,5.291342986481478,4.277218793564753
12.2,62.3,425.2,4.366735213864093,4.041397599415252,3.737517939948656,10.126128996515313,5.1736073274018,4.412732815093232
13.2,36.1,272.6,4.028134278011901,4.00574226261006,3.728138827526946,8.962288613329534,5.201376454881753,4.40825946407961
11.5,1.6,794.8,2.9973001846795526,3.4753580658702674,3.4133421045177705,8.614243165325565,6.488258514391664,4.803122564847921
13.5,199.6,323.1,4.167880609634192,3.9173730227101853,3.647791883982933,7.782711108148526,6.408881472851089,4.932671246452131
14.1,178.1,9.5,5.068396019229393,4.619762646458568,4.108252712009431,9.515851270005516,5.7765729810728175,4.389121643792016
17.3,153.6,794.5,4.134927582900534,4.086942542644568,3.7955656975468077,7.571514795103116,5.690141402433955,4.553733898886069
14.6,129.7,995.0,3.2308972704710683,3.4312752002762394,3.2870813154567617,7.908375929413829,5.720665790862984,4.7929890451970785
2.6,43.8,953.7,2.895903240758635,3.298360273073957,3.227206690575823,7.387162831271105,5.608109742398948,4.755750852280769
8.5,38.1,850.7,3.0952051387079074,3.427434410281391,3.4157052974668147,8.145375662539742,5.952999079458074,4.810995174903752
6.6,96.7,239.1,3.4237802358332434,3.533300144492328,3.5682222328722286,7.498714000994589,6.3517571454281345,5.190631332874176
7.0,20.3,686.9,4.47835225821979,4.329629133343509,3.701618177830168,9.152474955114652,5.443108214218682,4.1202800200467
12.7,73.1,379.8,2.896424893585083,3.2877410488878347,3.2934545173485006,7.289049034426238,6.031417224938771,5.10397568897184
16.2,48.9,452.3,4.037996781054481,4.1154724678292425,3.827949716143893,9.289236899424,5.552885408382721,4.5121005335441815
9.2,113.4,538.2,3.8993297644948655,4.0874052133475764,3.8863949017064545,9.961110000827105,5.797985093120829,4.472423218006259
19.8,29.0,621.0,2.346555893500856,3.0112901059364425,3.059928625267961,7.934380896072074,6.061319551784393,4.850977540345312
3.7,61.1,472.3,2.795470220696915,3.298712706485759,3.281232459164112,8.507749462935553,6.010593132056421,4.977010469687347
11.0,2.6,16.4,4.471321601937383,4.549738113856595,3.7188603121641535,7.254989510565139,5.583126364421794,4.228274500926421
3.3,134.1,899.0,4.094289031100512,4.026232827345149,3.676699051140078,8.329336952802464,6.029962873165964,4.61371245875992
4.9,188.9,453.8,2.7040756706389786,2.988998699631601,3.032758129388009,7.949697086287703,5.9596248381594705,5.026833830841529
13.6,13.8,471.8,2.8190195029602467,3.3477827496258836,3.387435054533052,7.9237744284959035,6.413719350138141,4.931496555034183
7.6,96.3,4.3,3.3485193947834073,3.8095760475370213,3.502963495865419,8.758164596044267,5.718307607253408,5.068972062989275
15.9,56.8,261.7,2.273363802429632,2.8744584728533713,2.9734206364759643,7.852933805133141,5.976298709191852,5.136814526019926
9.5,25.9,484.5,3.1728041336856094,3.678871544780506,3.4147127800427484,8.90698821098341,6.31437490014212,4.7263179588306095
4.3,62.9,31.1,4.0830676704156765,4.16354175067918,3.91089663013957,10.483459086348184,5.644378683380189,4.733571003613665
7.3,74.5,234.4,3.9671237282723197,3.879310588013489,3.814648897720593,7.190397647259935,5.398957903021337,4.6541544852819605
4.2,182.8,386.8,4.700310278562057,4.261215237717934,4.052759628626493,9.415354781912058,5.199006818629183,4.7492291716054105
8.7,149.3,434.1,3.19435550391921,3.428157176607936,3.3771961813660933,8.588641351727436,5.741187348789598,5.080879464556613
7.7,185.9,223.8,3.406958421979576,3.4284766105549203,3.376143829808825,8.645281324961175,5.822122115240809,5.221548332999717
14.0,2.6,247.4,4.16818901474586,4.134849592274115,3.9307784488467057,8.160341896298984,5.438957659945224,4.249921285632546
12.8,55.5,951.7,2.4057920770293357,2.9073284218890088,2.9385961046519213,7.581092067370179,5.949601620748748,4.971668179518652
16.1,34.5,34.4,4.2839463097479005,4.355817439606387,4.0582497603988195,8.28415171196037,5.628347105902112,4.423885701141515
13.1,75.1,986.4,4.116415486569796,3.9190454662609504,3.8421341059065046,6.744484823650456,5.560865679081957,4.359385865899323
5.2,108.3,679.6,4.339843063554799,4.053024061773986,3.987453516166765,7.143679201994903,5.993532292984089,4.554816365568108
2.7,66.2,207.7,2.901169749278118,3.365937317904704,3.328815377179767,7.874560285296415,5.874824515431481,4.943512134527737
14.3,127.6,472.2,4.218886386290759,3.9513958458408958,3.870331434355286,7.07791016542178,6.05331853132828,4.684693379292231
12.8,89.4,238.9,2.691615449716684,3.1569157802380996,3.223094283785475,8.466886290452774,6.3108302757978265,4.963486547014142
11.5,122.7,826.5,3.612623121642917,3.562155724298176,3.515869317214273,7.93830179415821,5.818959409373729,4.891366859179442
10.5,26.8,115.3,3.248380400248587,3.740348608827601,3.671773436681301,8.392160571130479,6.157309083757472,4.634427009328583
4.7,59.4,41.9,2.922114808841071,3.3844592150307165,3.3969538393974528,7.2564135828621446,6.2533939798719835,4.773421864908826
16.5,98.1,51.4,3.644627063749141,3.958663171873928,3.7204809535139454,9.988862893003887,6.217238201934524,4.626103895965571
10.5,43.7,311.1,3.3211048528928213,3.7029650532591774,3.565600457119009,8.151535249071852,6.0498612188873295,4.900734300422716
4.7,164.3,523.0,3.223162023295144,3.3925561638038157,3.3268715554786734,8.61735551750715,5.8606292454756215,5.000055449489171
9.6,166.5,305.8,3.7025383215252,3.521350711557494,3.5619362468789912,7.751787823767312,6.3335234058289025,4.791146364261113
2.4,31.7,212.5,3.49293491549985,4.023749975936065,3.798713900297914,7.970699093929763,5.702087609458069,4.857151561623862
15.3,54.8,698.0,3.7928419133871767,4.1669258352369845,3.7290564893344733,6.502627603688264,5.516040576702906,4.407996248205151
20.0,149.2,294.5,4.980179817790646,4.4476395227787116,4.1671052149952565,8.55814349984211,5.578073684940183,4.314570462201214
15.4,75.8,842.1,3.633767006324046,3.796903885764017,3.5040933798224376,6.602672730299361,5.750051322409796,4.813678753105492
20.0,4.7,339.5,4.292769843262601,4.344454734398273,3.9229089054886046,8.624934425021472,5.449222240131942,4.120249550453067
19.2,61.3,407.6,4.189770441370435,4.027138496450849,3.834700822128095,9.12239378061232,5.420072462313001,4.5027679195629275
3.3,126.7,811.1,4.2147562926564035,3.970367903476099,3.7450039846454874,7.063463550971321,5.824388386333801,4.554386306981485
14.6,23.1,624.9,2.90149602652186,3.3976005044983815,3.354204918161182,7.38073083498152,5.8588956382641335,4.7704502955646255
2.4,42.5,795.3,3.3889402735317695,3.756698760956459,3.5567060782904054,8.489219224720703,5.804282489661375,4.697649835059831
18.1,0.4,859.5,3.7634388726826327,4.004490452302388,3.6879782639149,8.621695376076364,5.6653200752476245,4.306243913910553
4.1,55.4,70.5,4.122502155177788,4.274819988275858,3.925241493991969,8.653560281749819,5.227551775795334,4.452932209072554
5.2,169.1,602.5,4.117257873756849,4.128549633794833,3.988249829565131,9.446331647885867,5.601864440521734,4.445411162091361
14.2,74.4,561.3,3.8275661913535863,3.9628924202465114,3.844395639006395,9.642331956733887,5.832490246733425,4.435588984073593
6.9,131.3,327.0,2.5125455472198155,2.9551703561195755,3.01292837643007,7.421297827334637,5.861156565295694,5.204333542913382
12.2,52.5,101.5,4.501835133380688,3.920127018373222,3.8692187244583582,10.305345385224275,5.216451787818926,4.446961532415376
10.8,94.9,9.3,2.7719615816345815,3.1982505376279775,3.2804929702278827,7.107421720117731,6.1829662093353335,4.932170676120176
19.5,79.4,852.9,3.331462399876477,3.5311398071264914,3.438186617946844,7.1299742417405945,5.74207627482518,4.844436692461766
16.0,169.4,245.7,4.933825224705892,4.266199955844822,4.007447576228547,8.598962650692595,5.941960380708629,4.369236952492969
4.3,162.5,447.3,4.355067565576537,4.215434096411215,3.9952911396001145,7.186439942082618,5.761634227002503,4.713507443713922
2.9,171.2,908.2,2.507004582951538,2.830635838175164,2.8740364699713883,7.08546615576369,6.04496124693549,4.82026944302719
12.2,124.0,286.0,4.390788502710681,4.354086527592674,3.872050344204208,7.690549240534462,5.5795857784704666,4.537623153336401
8.6,174.0,996.3,3.411369031484094,3.4679582824728303,3.3075907962933364,7.690552060247352,5.836822754661544,4.8120347309492715
14.0,16.2,730.3,4.262701797824292,4.265336881842341,3.778768019754647,8.233663671530984,4.828512506108201,4.269226744426746
17.3,133.8,910.5,4.232797001477184,4.104866280189778,3.7217916373224575,7.686710448510151,6.115619071503584,4.621107756112703
4.3,172.0,500.5,4.418656960915914,4.266850421018258,3.8766535020899013,6.808242007100983,6.0155784690088865,4.646713167988377
14.3,116.9,43.0,3.8817237537112277,4.308612416367318,4.028466976335963,8.831646309845535,5.456211945717474,4.567862101689212
13.8,16.6,964.5,2.2552504929228636,2.897179607574307,2.917783556229148,7.595651510265174,5.620774874971286,4.868183843991808
17.0,16.0,251.6,4.242730040107222,3.9116448385620615,3.943555964633884,8.28317809945396,5.125135510264162,4.175080011017208
11.0,90.8,547.0,4.145324884554515,4.386377081728284,3.880511197867097,9.795273401872695,5.48833838412758,4.189460235740636
8.2,119.0,873.6,4.105952432137386,4.007808697424242,3.754041127024724,6.693022850244446,5.400660880667935,4.382179981925731
